seed,node,source,destination,app_sequence,origin,ingress_peer,enqueue_event,identity_ordinal,same_app_nsdp_owners_before_enqueue,same_app_waiting_before_enqueue,forward_event,hop_admission_event,next_hop,hop_sequence,nsdp_release_event,completion_event,completion_reason,completion_resend_count,capacity_release_event,receiver_feedback_event,receiver_feedback_reason,ingress_hop_sequence,ingress_previous_feedback_event,ingress_previous_feedback_reason,ingress_same_hop_replay,enqueue_s,forward_s,hop_admission_s,completion_s,capacity_release_s,app_unique_delivered_by_stop,app_destination_delivery_events,app_first_delivery_event,app_first_delivery_s,status_at_stop
129,8,7,1,6353,relay,7,1046003,1,0,0,1371716,1371718,2,393,1372611,1372612,ack,0,1372612,1046004,dack,243,,,False,1381.494812442,1747.109295374,1747.109295374,1748.058295346,1748.058295346,True,1,1759859,2172.882811086,released
129,3,3,1,6880,local,,1046257,1,0,0,1046265,1046267,1,1607,1054609,1054610,ack,0,1054610,,,,,,,1381.76,1381.760000028,1381.760000028,1391.354108077,1391.354108077,True,1,1054048,1390.191808077,released
129,3,3,1,6881,local,,1046288,1,0,0,1046296,1046298,1,1608,1054606,1054607,ack,0,1054607,,,,,,,1381.78,1381.780000028,1381.780000028,1391.354108077,1391.354108077,True,1,1054525,1391.218808077,released
129,7,7,1,6882,local,,1046369,1,0,0,1149254,1149256,8,259,1149943,1149944,dack,0,1167388,,,,,,,1381.84,1498.347292498,1498.347292498,1499.056292442,1519.05629247,True,1,1835945,2258.474811086,released
129,5,4,1,5149,relay,4,1046610,1,0,0,1060830,1060832,1,695,1113551,1113552,ack,0,1113552,1046612,ack,367,,,False,1382.066812444,1399.973111114,1399.973111114,1458.200111086,1458.200111086,True,1,1112492,1456.998811086,released
129,4,4,1,6884,local,,1046789,1,0,0,1224618,1224620,5,463,1232040,1232041,ack,2,1232041,,,,,,,1382.14,1587.105292472,1587.105292472,1595.880292444,1595.880292444,True,1,1338118,1711.057811086,released
129,3,3,1,6886,local,,1047138,1,0,0,1047146,1047148,1,1609,1056050,1056051,ack,0,1056051,,,,,,,1382.52,1382.520000028,1382.520000028,1393.772108077,1393.772108077,True,1,1055269,1392.583808077,released
129,2,7,1,4907,relay,8,1048267,1,0,0,1275621,1275623,4,454,1277271,1277272,dack,0,1294914,1048269,dack,336,,,False,1383.938815346,1642.530293688,1642.530293688,1644.435293632,1664.43529366,True,1,1548579,1938.895811086,released
129,3,3,1,6892,local,,1048391,1,0,0,1048404,1048406,1,1610,1061754,1061755,no_ack,2,1061755,,,,,,,1383.98,1383.980000028,1383.980000028,1401.060000028,1401.060000028,True,1,1066771,1406.584808077,released
129,3,3,1,6893,local,,1048417,1,0,0,1048425,1048427,1,1611,1056047,1056048,ack,0,1056048,,,,,,,1384.0,1384.000000028,1384.000000028,1393.772108077,1393.772108077,True,1,1055829,1393.337808077,released
129,3,3,1,6894,local,,1048443,1,0,0,1048451,1048453,1,1612,1056044,1056045,ack,0,1056045,,,,,,,1384.02,1384.020000028,1384.020000028,1393.772108077,1393.772108077,True,1,1055973,1393.636808077,released
129,3,3,1,6895,local,,1048464,1,0,0,1048472,1048474,1,1613,1056649,1056650,ack,0,1056650,,,,,,,1384.04,1384.040000028,1384.040000028,1394.955108077,1394.955108077,True,1,1056239,1394.104808077,released
129,3,3,1,6897,local,,1048759,1,0,0,1048767,1048769,1,1614,1057949,1057950,ack,0,1057950,,,,,,,1384.44,1384.440000028,1384.440000028,1396.398108077,1396.398108077,True,1,1056930,1395.235808077,released
129,3,3,1,6900,local,,1049662,1,0,0,1049670,1049672,1,1615,1057946,1057947,ack,0,1057947,,,,,,,1385.56,1385.560000028,1385.560000028,1396.398108077,1396.398108077,True,1,1057817,1396.236808077,released
129,3,3,1,6901,local,,1049684,1,0,0,1049692,1049694,1,1616,1058588,1058589,ack,0,1058589,,,,,,,1385.58,1385.580000028,1385.580000028,1397.230108077,1397.230108077,True,1,1058092,1396.652808077,released
129,2,7,1,4903,relay,8,1049745,1,0,0,1276599,1276601,4,455,1277269,1277270,dack,0,1294913,1049746,dack,335,,,False,1385.693815346,1643.687293688,1643.687293688,1644.435293632,1664.43529366,True,1,1528958,1918.251811086,released
129,5,5,1,6904,local,,1050133,1,0,0,1063301,1063303,1,696,1127135,1127136,ack,0,1127136,,,,,,,1385.96,1402.794111114,1402.794111114,1474.320111086,1474.320111086,True,1,1126795,1473.872811086,released
129,3,3,1,6907,local,,1050833,1,0,0,1050844,1050846,1,1617,1058585,1058586,ack,0,1058586,,,,,,,1386.82,1386.820000028,1386.820000028,1397.230108077,1397.230108077,True,1,1058348,1397.003808077,released
129,5,5,1,6908,local,,1050838,1,0,0,1064354,1064356,1,697,1137754,1137755,no_ack,2,1137755,,,,,,,1386.82,1404.393111114,1404.393111114,1486.652000028,1486.652000028,True,1,1141721,1490.668811086,released
129,2,8,1,5539,relay,8,1051220,1,0,0,1289829,1289831,4,456,1290324,1290325,ack,0,1290325,1051222,dack,337,,,False,1387.253815346,1658.962293688,1658.962293688,1659.606293632,1659.606293632,True,1,1533540,1922.723811086,released
129,5,4,1,5150,relay,4,1051444,1,0,0,1064361,1064363,1,698,1128399,1128400,ack,0,1128400,1051446,ack,368,,,False,1387.526812444,1404.393111114,1404.393111114,1475.815111086,1475.815111086,True,1,1128232,1475.432811086,released
129,4,4,1,6913,local,,1051669,1,0,0,1225503,1225505,5,464,1226280,1226281,ack,0,1226281,,,,,,,1387.64,1588.288292472,1588.288292472,1589.250292444,1589.250292444,True,1,1326156,1698.486811086,released
129,8,8,1,6914,local,,1052034,1,0,0,1372618,1372620,2,394,1373222,1373223,ack,0,1373223,,,,,,,1387.78,1748.058295374,1748.058295374,1748.773295346,1748.773295346,True,1,1763330,2176.821811086,released
129,3,3,1,6916,local,,1052387,1,0,0,1052398,1052400,1,1618,1059540,1059541,ack,0,1059541,,,,,,,1388.16,1388.160000028,1388.160000028,1398.465108077,1398.465108077,True,1,1059179,1397.926808077,released
129,5,5,1,6917,local,,1052392,1,0,0,1064368,1064370,1,699,1137757,1137758,no_ack,2,1137758,,,,,,,1388.16,1404.393111114,1404.393111114,1486.652000028,1486.652000028,True,1,1140811,1489.693811086,released
129,3,3,1,6918,local,,1052425,1,0,0,1052433,1052435,1,1619,1059537,1059538,ack,0,1059538,,,,,,,1388.18,1388.180000028,1388.180000028,1398.465108077,1398.465108077,True,1,1059394,1398.238808077,released
129,3,3,1,6919,local,,1052506,1,0,0,1052514,1052516,1,1620,1060277,1060278,ack,0,1060278,,,,,,,1388.3,1388.300000028,1388.300000028,1399.492108077,1399.492108077,True,1,1059888,1398.966808077,released
129,3,3,1,6921,local,,1053132,1,0,0,1053140,1053142,1,1621,1060274,1060275,ack,0,1060275,,,,,,,1388.94,1388.940000028,1388.940000028,1399.492108077,1399.492108077,True,1,1060061,1399.304808077,released
129,3,3,1,6923,local,,1053719,1,0,0,1053727,1053729,1,1622,1069151,1069152,no_ack,2,1069152,,,,,,,1389.72,1389.720000028,1389.720000028,1408.769000028,1408.769000028,True,1,1071879,1412.122808077,released
129,3,3,1,6928,local,,1054642,1,0,0,1054653,1054655,1,1623,1061653,1061654,ack,0,1061654,,,,,,,1391.36,1391.360000028,1391.360000028,1400.961108077,1400.961108077,True,1,1061255,1400.396808077,released
129,5,5,1,6929,local,,1054647,1,0,0,1064375,1064377,1,700,1129376,1129377,ack,0,1129377,,,,,,,1391.36,1404.393111114,1404.393111114,1477.518111086,1477.518111086,True,1,1129195,1477.252811086,released
129,3,3,1,6930,local,,1054682,1,0,0,1054690,1054692,1,1624,1061650,1061651,ack,0,1061651,,,,,,,1391.38,1391.380000028,1391.380000028,1400.961108077,1400.961108077,True,1,1061420,1400.734808077,released
129,5,5,1,6933,local,,1055174,1,0,0,1065278,1065280,1,701,1129946,1129947,ack,0,1129947,,,,,,,1392.34,1405.290111114,1405.290111114,1478.181111086,1478.181111086,True,1,1129782,1478.045811086,released
129,5,5,1,6936,local,,1055663,1,0,0,1112215,1112217,1,702,1131381,1131382,ack,0,1131382,,,,,,,1393.04,1456.731111114,1456.731111114,1479.871111086,1479.871111086,True,1,1130887,1479.176811086,released
129,3,3,1,6939,local,,1056075,1,0,0,1056083,1056085,1,1625,1062224,1062225,ack,0,1062225,,,,,,,1393.78,1393.780000028,1393.780000028,1401.572108077,1401.572108077,True,1,1062035,1401.319808077,released
129,3,3,1,6940,local,,1056097,1,0,0,1056105,1056107,1,1626,1063289,1063290,ack,0,1063290,,,,,,,1393.8,1393.800000028,1393.800000028,1402.794108077,1402.794108077,True,1,1062917,1402.307808077,released
129,3,3,1,6941,local,,1056116,1,0,0,1056124,1056126,1,1627,1063286,1063287,ack,0,1063287,,,,,,,1393.82,1393.820000028,1393.820000028,1402.794108077,1402.794108077,True,1,1063206,1402.684808077,released
129,3,3,1,6945,local,,1056698,1,0,0,1056709,1056711,1,1628,1064336,1064337,ack,0,1064337,,,,,,,1394.96,1394.960000028,1394.960000028,1404.393108077,1404.393108077,True,1,1064154,1404.179808077,released
129,5,5,1,6946,local,,1056703,1,0,0,1113558,1113560,1,703,1136666,1136667,ack,0,1136667,,,,,,,1394.96,1458.200111114,1458.200111114,1485.721111086,1485.721111086,True,1,1135697,1484.896811086,released
129,8,7,1,6368,relay,7,1056792,1,0,0,1373229,1373231,2,395,1374068,1374069,dack,0,1391183,1056794,dack,244,,,False,1395.079812442,1748.773295374,1748.773295374,1749.462295346,1769.462295374,True,1,1762503,2175.872811086,released
129,4,8,1,4349,relay,2,1056955,1,0,0,1226287,1226289,5,465,1239728,1239729,no_ack,2,1239729,1056957,dack,389,,,False,1395.248813632,1589.250292472,1589.250292472,1604.066000028,1604.066000028,False,0,,,released
129,7,7,1,6950,local,,1057125,1,0,0,1155097,1155099,8,260,1155829,1155830,dack,0,1173325,,,,,,,1395.32,1505.770292498,1505.770292498,1506.765292442,1526.76529247,True,1,1842879,2267.379811086,released
129,3,3,1,6954,local,,1057959,1,0,0,1057967,1057969,1,1629,1065266,1065267,ack,0,1065267,,,,,,,1396.4,1396.400000028,1396.400000028,1405.290108077,1405.290108077,True,1,1064873,1405.050808077,released
129,3,3,1,6955,local,,1057988,1,0,0,1057996,1057998,1,1630,1066348,1066349,ack,0,1066349,,,,,,,1396.42,1396.420000028,1396.420000028,1406.304108077,1406.304108077,True,1,1066035,1405.960808077,released
129,3,3,1,6958,local,,1058620,1,0,0,1058640,1058642,1,1631,1067742,1067743,ack,0,1067743,,,,,,,1397.24,1397.240000028,1397.240000028,1407.604108077,1407.604108077,True,1,1067233,1407.013808077,released
129,5,5,1,6959,local,,1058625,1,0,0,1127142,1127144,1,704,1136663,1136664,ack,0,1136664,,,,,,,1397.24,1474.320111114,1474.320111114,1485.721111086,1485.721111086,True,1,1136108,1485.208811086,released
129,3,3,1,6960,local,,1058736,1,0,0,1058744,1058746,1,1632,1067739,1067740,ack,0,1067740,,,,,,,1397.26,1397.260000028,1397.260000028,1407.604108077,1407.604108077,True,1,1067619,1407.390808077,released
129,3,3,1,6963,local,,1059574,1,0,0,1059582,1059584,1,1633,1068216,1068217,ack,0,1068217,,,,,,,1398.48,1398.480000028,1398.480000028,1408.163108077,1408.163108077,True,1,1068045,1407.988808077,released
129,3,3,1,6964,local,,1059592,1,0,0,1059600,1059602,1,1634,1069257,1069258,ack,0,1069258,,,,,,,1398.5,1398.500000028,1398.500000028,1408.914288077,1408.914288077,True,1,1069178,1408.794808077,released
129,4,2,1,5277,relay,2,1060127,1,0,0,1229072,1229074,5,466,1240193,1240194,no_ack,2,1240194,1060129,ack,390,,,False,1399.408813632,1591.980292472,1591.980292472,1604.534000028,1604.534000028,False,0,,,released
129,3,3,1,6969,local,,1060309,1,0,0,1060317,1060319,1,1635,1070224,1070225,ack,0,1070225,,,,,,,1399.5,1399.500000028,1399.500000028,1409.876288077,1409.876288077,True,1,1069514,1409.340808077,released
129,3,3,1,6970,local,,1060338,1,0,0,1060346,1060348,1,1636,1070221,1070222,ack,0,1070222,,,,,,,1399.52,1399.520000028,1399.520000028,1409.876288077,1409.876288077,True,1,1069747,1409.626808077,released
129,2,2,1,6971,local,,1060436,1,0,0,1290331,1290333,4,457,1291017,1291018,ack,0,1291018,,,,,,,1399.54,1659.60629366,1659.60629366,1660.347293632,1660.347293632,True,1,1553593,1944.576811086,released
129,4,7,1,4042,relay,2,1060853,1,0,0,1229079,1229081,5,467,1230257,1230258,ack,0,1230258,1060854,dack,391,,,False,1399.980813632,1591.980292472,1591.980292472,1593.683292444,1593.683292444,True,1,1327573,1699.773811086,released
129,3,3,1,6976,local,,1061678,1,0,0,1061686,1061688,1,1637,1070412,1070413,ack,0,1070413,,,,,,,1400.98,1400.980000028,1400.980000028,1410.201288077,1410.201288077,True,1,1070357,1410.133808077,released
129,3,3,1,6977,local,,1061704,1,0,0,1061712,1061714,1,1638,1070917,1070918,ack,0,1070918,,,,,,,1401.0,1401.000000028,1401.000000028,1410.812288077,1410.812288077,True,1,1070640,1410.484808077,released
129,3,3,1,6978,local,,1061790,1,0,0,1061798,1061800,1,1639,1071540,1071541,ack,0,1071541,,,,,,,1401.08,1401.080000028,1401.080000028,1411.735288077,1411.735288077,True,1,1071183,1411.095808077,released
129,8,7,1,6419,relay,7,1061964,1,0,0,1382191,1382193,2,396,1382803,1382804,ack,0,1382804,1061966,dack,245,,,False,1401.306812442,1758.288295402,1758.288295402,1759.069295346,1759.069295346,True,1,1755108,2168.358811086,released
129,3,3,1,6981,local,,1062244,1,0,0,1062252,1062254,1,1640,1071537,1071538,ack,0,1071538,,,,,,,1401.58,1401.580000028,1401.580000028,1411.735288077,1411.735288077,True,1,1071393,1411.485808077,released
129,7,7,1,6982,local,,1062338,1,0,0,1156399,1156401,8,261,1157170,1157171,dack,0,1174435,,,,,,,1401.66,1507.408292498,1507.408292498,1508.156292442,1528.15629247,True,1,1847348,2273.424811086,released
129,8,7,1,6453,relay,7,1062811,1,0,0,1382810,1382812,2,397,1383218,1383219,dack,0,1400920,1062812,dack,246,,,False,1402.229812442,1759.069295374,1759.069295374,1759.615295346,1779.615295374,True,1,1780940,2195.333811086,released
129,7,7,1,6986,local,,1063063,1,0,0,1167392,1167394,8,262,1168313,1168314,dack,0,1184512,,,,,,,1402.46,1519.056292498,1519.056292498,1519.882292442,1539.88229247,True,1,1839480,2262.634811086,released
129,3,3,1,6988,local,,1063318,1,0,0,1063329,1063331,1,1641,1072711,1072712,ack,0,1072712,,,,,,,1402.8,1402.800000028,1402.800000028,1413.282288077,1413.282288077,True,1,1072259,1412.811808077,released
129,5,5,1,6989,local,,1063323,1,0,0,1127149,1127151,1,705,1136660,1136661,ack,0,1136661,,,,,,,1402.8,1474.320111114,1474.320111114,1485.721111086,1485.721111086,True,1,1136522,1485.546811086,released
129,3,3,1,6990,local,,1063356,1,0,0,1063364,1063366,1,1642,1072708,1072709,ack,0,1072709,,,,,,,1402.82,1402.820000028,1402.820000028,1413.282288077,1413.282288077,True,1,1072650,1413.175808077,released
129,3,3,1,6995,local,,1064389,1,0,0,1064400,1064402,1,1643,1073263,1073264,ack,0,1073264,,,,,,,1404.4,1404.400000028,1404.400000028,1413.971288077,1413.971288077,True,1,1073197,1413.903808077,released
129,5,5,1,6996,local,,1064394,1,0,0,1128406,1128408,1,706,1140408,1140409,ack,1,1140409,,,,,,,1404.4,1475.815111114,1475.815111114,1489.361111086,1489.361111086,True,1,1137189,1486.040811086,released
129,5,5,1,6997,local,,1064432,1,0,0,1129383,1129385,1,707,1154263,1154264,no_ack,2,1154264,,,,,,,1404.42,1477.518111114,1477.518111114,1504.865000028,1504.865000028,True,1,1159807,1511.156811086,released
129,5,5,1,6998,local,,1064452,1,0,0,1129953,1129955,1,708,1154266,1154267,no_ack,2,1154267,,,,,,,1404.44,1478.181111114,1478.181111114,1504.865000028,1504.865000028,True,1,1158377,1509.479811086,released
129,2,8,1,5545,relay,8,1064685,1,0,0,1291024,1291026,4,458,1295212,1295213,ack,1,1295213,1064687,dack,338,,,False,1404.894815346,1660.34729366,1660.34729366,1664.650293632,1664.650293632,True,1,1537701,1927.806811086,released
129,5,8,1,3337,relay,4,1064768,1,0,0,1129960,1129962,1,709,1154269,1154270,no_ack,2,1154270,1064770,ack,370,,,False,1404.907812444,1478.181111114,1478.181111114,1504.865000028,1504.865000028,True,1,1161006,1512.456811086,released
129,8,8,1,7003,local,,1065143,1,0,0,1391187,1391189,2,398,1392207,1392208,ack,0,1392208,,,,,,,1405.18,1769.462295402,1769.462295402,1770.470295346,1770.470295346,True,1,1776375,2191.238811086,released
129,3,3,1,7004,local,,1065295,1,0,0,1065311,1065313,1,1644,1074447,1074448,ack,0,1074448,,,,,,,1405.3,1405.300000028,1405.300000028,1415.323288077,1415.323288077,True,1,1073835,1414.605808077,released
129,5,5,1,7005,local,,1065300,1,0,0,1131388,1131390,1,710,1143226,1143227,ack,0,1143227,,,,,,,1405.3,1479.871111114,1479.871111114,1492.299111086,1492.299111086,True,1,1142405,1491.370811086,released
129,5,7,1,2874,relay,4,1065513,1,0,0,1136673,1136675,1,711,1153497,1153498,ack,0,1153498,1065514,ack,371,,,False,1405.648812444,1485.721111114,1485.721111114,1504.168111086,1504.168111086,True,1,1152978,1503.109811086,released
129,3,3,1,7008,local,,1066360,1,0,0,1066368,1066370,1,1645,1074444,1074445,ack,0,1074445,,,,,,,1406.32,1406.320000028,1406.320000028,1415.323288077,1415.323288077,True,1,1074160,1414.891808077,released
129,2,8,1,5555,relay,8,1066377,1,0,0,1294919,1294921,4,459,1295915,1295916,ack,0,1295916,1066378,dack,339,,,False,1406.324815346,1664.435293688,1664.435293688,1665.352293632,1665.352293632,True,1,1538132,1928.521811086,released
129,5,7,1,2869,relay,4,1066485,1,0,0,1136680,1136682,1,712,1153494,1153495,ack,0,1153495,1066486,ack,372,,,False,1406.376812444,1485.721111114,1485.721111114,1504.168111086,1504.168111086,True,1,1153086,1503.369811086,released
129,8,8,1,7011,local,,1066622,1,0,0,1391527,1391529,2,399,1392204,1392205,ack,0,1392205,,,,,,,1406.46,1769.852295402,1769.852295402,1770.470295346,1770.470295346,True,1,1775289,2190.250811086,released
129,5,5,1,7013,local,,1067206,1,0,0,1136687,1136689,1,713,1153491,1153492,ack,0,1153492,,,,,,,1406.98,1485.721111114,1485.721111114,1504.168111086,1504.168111086,True,1,1153232,1503.694811086,released
129,3,3,1,7016,local,,1067754,1,0,0,1067762,1067764,1,1646,1074441,1074442,ack,0,1074442,,,,,,,1407.62,1407.620000028,1407.620000028,1415.323288077,1415.323288077,True,1,1074331,1415.190808077,released
129,3,3,1,7017,local,,1067772,1,0,0,1067782,1067784,1,1647,1075531,1075532,ack,0,1075532,,,,,,,1407.64,1407.640000028,1407.640000028,1416.207288077,1416.207288077,True,1,1075097,1415.892808077,released
129,5,4,1,5213,relay,4,1067815,1,0,0,1136694,1136696,1,714,1163029,1163030,no_ack,2,1163030,1067816,ack,373,,,False,1407.702812444,1485.721111114,1485.721111114,1514.758000028,1514.758000028,True,1,1165235,1516.824811086,released
129,2,7,1,4932,relay,8,1068129,1,0,0,1294926,1294928,4,460,1301130,1301131,dack,1,1318996,1068131,dack,340,,,False,1408.144815346,1664.435293688,1664.435293688,1670.994293632,1690.99429366,True,1,1549621,1940.013811086,released
129,3,3,1,7021,local,,1068254,1,0,0,1068262,1068264,1,1648,1075528,1075529,ack,0,1075529,,,,,,,1408.18,1408.180000028,1408.180000028,1416.207288077,1416.207288077,True,1,1075478,1416.139808077,released
129,4,4,1,7022,local,,1068410,1,0,0,1230264,1230266,5,468,1232037,1232038,ack,0,1232038,,,,,,,1408.24,1593.683292472,1593.683292472,1595.880292444,1595.880292444,True,1,1337545,1710.563811086,released
129,3,3,1,7023,local,,1069160,1,0,0,1069168,1069170,1,1649,1076541,1076542,ack,0,1076542,,,,,,,1408.78,1408.780000028,1408.780000028,1417.221288077,1417.221288077,True,1,1075814,1416.594808077,released
129,3,3,1,7025,local,,1069267,1,0,0,1069275,1069277,1,1650,1076538,1076539,ack,0,1076539,,,,,,,1408.92,1408.920000028,1408.920000028,1417.221288077,1417.221288077,True,1,1076152,1416.958808077,released
129,5,4,1,5214,relay,4,1069347,1,0,0,1140415,1140417,1,715,1158526,1158527,ack,0,1158527,1069348,ack,374,,,False,1409.067812444,1489.361111114,1489.361111114,1509.615111086,1509.615111086,True,1,1158193,1509.232811086,released
129,5,4,1,5215,relay,4,1069471,1,0,0,1143233,1143235,1,716,1159883,1159884,ack,0,1159884,1069472,ack,375,,,False,1409.314812444,1492.299111114,1492.299111114,1511.292111086,1511.292111086,True,1,1159663,1510.883811086,released
129,4,4,1,7030,local,,1069908,1,0,0,1232047,1232049,5,469,1234661,1234662,ack,0,1234662,,,,,,,1409.7,1595.880292472,1595.880292472,1598.727292444,1598.727292444,True,1,1338865,1711.876811086,released
129,4,4,1,7031,local,,1070014,1,0,0,1232054,1232056,5,470,1237950,1237951,ack,1,1237951,,,,,,,1409.72,1595.880292472,1595.880292472,1602.562292444,1602.562292444,True,1,1354659,1728.334811086,released
129,3,3,1,7032,local,,1070235,1,0,0,1070243,1070245,1,1651,1077321,1077322,ack,0,1077322,,,,,,,1409.88,1409.880000028,1409.880000028,1417.897288077,1417.897288077,True,1,1077059,1417.608808077,released
129,3,3,1,7033,local,,1070265,1,0,0,1070273,1070275,1,1652,1078556,1078557,ack,0,1078557,,,,,,,1409.9,1409.900000028,1409.900000028,1419.275288077,1419.275288077,True,1,1077791,1418.258808077,released
129,3,3,1,7035,local,,1070491,1,0,0,1070499,1070501,1,1653,1078553,1078554,ack,0,1078554,,,,,,,1410.22,1410.220000028,1410.220000028,1419.275288077,1419.275288077,True,1,1077953,1418.544808077,released
129,5,7,1,2938,relay,4,1070605,1,0,0,1153504,1153506,1,717,1170836,1170837,no_ack,2,1170837,1070606,ack,377,,,False,1410.471812444,1504.168111114,1504.168111114,1522.974000028,1522.974000028,True,2,1161780,1513.522811086,released
129,3,3,1,7038,local,,1070928,1,0,0,1070936,1070938,1,1654,1078550,1078551,ack,0,1078551,,,,,,,1410.82,1410.820000028,1410.820000028,1419.275288077,1419.275288077,True,1,1078062,1418.791808077,released
129,5,7,1,2938,relay,4,1071234,2,1,1,1153511,1153513,1,718,1162000,1162001,ack,0,1162001,1071235,ack,378,,,False,1411.186812444,1504.168111114,1504.168111114,1513.775111086,1513.775111086,True,2,1161780,1513.522811086,released
129,3,3,1,7042,local,,1071551,1,0,0,1071559,1071561,1,1655,1078547,1078548,ack,0,1078548,,,,,,,1411.74,1411.740000028,1411.740000028,1419.275288077,1419.275288077,True,1,1078420,1419.103808077,released
129,3,3,1,7043,local,,1071570,1,0,0,1071578,1071580,1,1656,1079224,1079225,ack,0,1079225,,,,,,,1411.76,1411.760000028,1411.760000028,1420.029288077,1420.029288077,True,1,1079135,1419.883808077,released
129,5,4,1,5258,relay,4,1071835,1,0,0,1153518,1153520,1,719,1162662,1162663,ack,0,1162663,1071836,ack,380,,,False,1412.096812444,1504.168111114,1504.168111114,1514.516111086,1514.516111086,True,1,1162502,1514.380811086,released
129,5,7,1,2981,relay,4,1072051,1,0,0,1153525,1153527,1,720,1164920,1164921,ack,0,1164921,1072052,ack,376,,,False,1412.434812444,1504.168111114,1504.168111114,1516.505111086,1516.505111086,True,1,1164840,1516.382811086,released
129,4,4,1,7048,local,,1072496,1,0,0,1232061,1232063,5,471,1236278,1236279,ack,0,1236279,,,,,,,1413.02,1595.880292472,1595.880292472,1600.391292444,1600.391292444,True,1,1339609,1712.682811086,released
129,5,2,1,4043,relay,4,1072721,1,0,0,1158533,1158535,1,721,1169674,1169675,ack,0,1169675,1072722,ack,381,,,False,1413.292812444,1509.615111114,1509.615111114,1521.705111086,1521.705111086,True,1,1169379,1521.218811086,released
129,3,3,1,7051,local,,1072755,1,0,0,1072763,1072765,1,1657,1080224,1080225,ack,0,1080225,,,,,,,1413.3,1413.300000028,1413.300000028,1421.043288077,1421.043288077,True,1,1079676,1420.390808077,released
129,3,3,1,7052,local,,1072775,1,0,0,1072783,1072785,1,1658,1080221,1080222,ack,0,1080222,,,,,,,1413.32,1413.320000028,1413.320000028,1421.043288077,1421.043288077,True,1,1080151,1420.949808077,released
129,5,4,1,5272,relay,4,1073231,1,0,0,1159890,1159892,1,722,1170666,1170667,ack,0,1170667,1073232,ack,382,,,False,1413.968812444,1511.292111114,1511.292111114,1522.888111086,1522.888111086,True,1,1169986,1522.037811086,released
129,3,3,1,7055,local,,1073273,1,0,0,1073281,1073283,1,1659,1080722,1080723,ack,0,1080723,,,,,,,1413.98,1413.980000028,1413.980000028,1421.615288077,1421.615288077,True,1,1080449,1421.313808077,released
129,4,4,1,7056,local,,1073439,1,0,0,1234668,1234670,5,472,1245835,1245836,no_ack,2,1245836,,,,,,,1414.08,1598.727292472,1598.727292472,1610.839000028,1610.839000028,False,0,,,released
129,5,4,1,5273,relay,4,1073772,1,0,0,1162007,1162009,1,723,1171450,1171451,ack,0,1171451,1073773,ack,383,,,False,1414.553812444,1513.775111114,1513.775111114,1523.759111086,1523.759111086,True,1,1171143,1523.207811086,released
129,4,4,1,7059,local,,1073982,1,0,0,1236285,1236287,5,473,1237293,1237294,ack,0,1237294,,,,,,,1414.66,1600.391292472,1600.391292472,1601.912292444,1601.912292444,True,1,1331206,1703.166811086,released
129,5,4,1,5238,relay,4,1074290,1,0,0,1162014,1162016,1,724,1171447,1171448,ack,0,1171448,1074291,ack,379,,,False,1415.177812444,1513.775111114,1513.775111114,1523.759111086,1523.759111086,True,1,1171388,1523.649811086,released
129,3,3,1,7063,local,,1074473,1,0,0,1074481,1074483,1,1660,1081735,1081736,ack,0,1081736,,,,,,,1415.34,1415.340000028,1415.340000028,1422.616288077,1422.616288077,True,1,1081028,1421.963808077,released
129,3,3,1,7064,local,,1074494,1,0,0,1074502,1074504,1,1661,1081732,1081733,ack,0,1081733,,,,,,,1415.36,1415.360000028,1415.360000028,1422.616288077,1422.616288077,True,1,1081660,1422.522808077,released
129,3,3,1,7065,local,,1074518,1,0,0,1074526,1074528,1,1662,1082620,1082621,ack,0,1082621,,,,,,,1415.38,1415.380000028,1415.380000028,1423.578288077,1423.578288077,True,1,1082290,1423.133808077,released
129,4,4,1,7066,local,,1074707,1,0,0,1237300,1237302,5,474,1238947,1238948,ack,0,1238948,,,,,,,1415.52,1601.912292472,1601.912292472,1603.446292444,1603.446292444,True,1,1350979,1723.953811086,released
129,8,7,1,6467,relay,7,1074834,1,0,0,1392214,1392216,2,400,1393338,1393339,ack,0,1393339,1074836,dack,247,,,False,1415.580812442,1770.470295374,1770.470295374,1771.315295346,1771.315295346,False,0,,,released
129,5,8,1,3388,relay,4,1075038,1,0,0,1162669,1162671,1,725,1179398,1179399,ack,2,1179399,1075039,ack,384,,,False,1415.840812444,1514.516111114,1514.516111114,1533.977111086,1533.977111086,True,1,1179322,1533.828811086,released
129,7,7,1,7070,local,,1075321,1,0,0,1173329,1173331,8,263,1174031,1174032,dack,0,1190750,,,,,,,1416.04,1526.765292498,1526.765292498,1527.500292442,1547.50029247,True,1,1840897,2264.467811086,released
129,3,3,1,7072,local,,1075560,1,0,0,1075571,1075573,1,1663,1082617,1082618,ack,0,1082618,,,,,,,1416.22,1416.220000028,1416.220000028,1423.578288077,1423.578288077,True,1,1082573,1423.510808077,released
129,3,3,1,7073,local,,1075582,1,0,0,1075590,1075592,1,1664,1083417,1083418,ack,0,1083418,,,,,,,1416.24,1416.240000028,1416.240000028,1424.410288077,1424.410288077,True,1,1082926,1423.874808077,released
129,5,7,1,2954,relay,4,1075671,1,0,0,1164927,1164929,1,726,1173174,1173175,ack,0,1173175,1075672,ack,385,,,False,1416.360812444,1516.505111114,1516.505111114,1526.658111086,1526.658111086,True,1,1173098,1526.509811086,released
