case,node,ordinal,min,max,draw
slow,3,51,0,31,9
slow,3,52,0,31,1
slow,3,53,0,31,9
slow,3,54,0,31,1
slow,3,55,0,31,9
slow,3,56,0,31,1
slow,3,57,0,31,9
slow,3,58,0,31,1
slow,3,59,0,31,9
slow,3,60,0,31,1
slow,3,61,0,31,9
slow,3,62,0,31,1
slow,3,63,0,31,9
slow,3,64,0,31,1
slow,3,65,0,31,9
slow,3,66,0,31,1
slow,3,67,0,31,9
slow,3,68,0,31,1
slow,3,69,0,31,9
slow,3,70,0,31,1
slow,3,71,0,31,9
slow,3,72,0,31,1
slow,3,73,0,31,9
slow,3,74,0,31,1
slow,3,75,0,31,9
slow,3,76,0,31,1
slow,3,77,0,31,9
slow,3,78,0,31,1
slow,3,79,0,31,9
slow,3,80,0,31,1
slow,3,81,0,31,9
slow,3,82,0,31,1
slow,3,83,0,31,9
slow,3,84,0,31,1
slow,3,85,0,31,9
slow,3,86,0,31,1
slow,3,87,0,31,9
slow,3,88,0,31,1
slow,3,89,0,31,9
slow,3,90,0,31,1
slow,3,91,0,31,9
slow,3,92,0,31,1
slow,3,93,0,31,9
slow,3,94,0,31,1
slow,3,95,0,31,9
slow,3,96,0,31,1
slow,3,97,0,31,9
slow,3,98,0,31,1
slow,3,99,0,31,9
slow,3,100,0,31,1
slow,3,101,0,31,9
slow,3,102,0,31,1
slow,3,103,0,31,9
slow,3,104,0,31,1
slow,3,105,0,31,9
slow,3,106,0,31,1
slow,3,107,0,31,9
slow,3,108,0,31,1
slow,3,109,0,31,9
slow,3,110,0,31,1
slow,3,111,0,31,9
slow,3,112,0,31,1
slow,3,113,0,31,9
slow,3,114,0,31,1
slow,3,115,0,31,9
slow,3,116,0,31,1
slow,3,117,0,31,9
slow,3,118,0,31,1
slow,3,119,0,31,9
slow,3,120,0,31,1
slow,3,121,0,31,9
slow,3,122,0,31,1
slow,3,123,0,31,9
slow,3,124,0,31,1
slow,3,125,0,31,9
slow,3,126,0,31,1
slow,3,127,0,31,9
slow,3,128,0,31,1
track,1,1,0,31,1
track,1,2,0,31,1
track,1,3,0,31,1
track,1,4,0,31,1
track,1,5,0,31,1
track,1,6,0,31,1
track,1,7,0,31,1
track,1,8,0,31,1
track,1,9,0,31,1
track,1,10,0,31,1
track,1,11,0,31,1
track,1,12,0,31,1
track,1,13,0,31,1
track,1,14,0,31,1
track,1,15,0,31,1
track,1,16,0,31,1
track,1,17,0,31,1
track,1,18,0,31,1
track,1,19,0,31,1
track,1,20,0,31,1
track,1,21,0,31,1
track,1,22,0,31,1
track,1,23,0,31,1
track,1,24,0,31,1
track,1,25,0,31,1
track,1,26,0,31,1
track,1,27,0,31,1
track,1,28,0,31,1
track,1,29,0,31,1
track,1,30,0,31,1
track,1,31,0,31,1
track,1,32,0,31,1
track,1,33,0,31,1
track,1,34,0,31,1
track,1,35,0,31,1
track,1,36,0,31,1
track,1,37,0,31,1
track,1,38,0,31,1
track,1,39,0,31,1
track,1,40,0,31,1
track,1,41,0,31,1
track,1,42,0,31,1
track,1,43,0,31,1
track,1,44,0,31,1
track,1,45,0,31,1
track,1,46,0,31,1
track,1,47,0,31,1
track,1,48,0,31,1
track,1,49,0,31,1
track,1,50,0,31,1
track,1,51,0,31,1
track,1,52,0,31,1
track,1,53,0,31,1
track,1,54,0,31,1
track,1,55,0,31,1
track,1,56,0,31,1
track,1,57,0,31,1
track,1,58,0,31,1
track,1,59,0,31,1
track,1,60,0,31,1
track,1,61,0,31,1
track,1,62,0,31,1
track,1,63,0,31,1
track,1,64,0,31,1
track,1,65,0,31,1
track,1,66,0,31,1
track,1,67,0,31,1
track,1,68,0,31,1
track,1,69,0,31,1
track,1,70,0,31,1
track,1,71,0,31,1
track,1,72,0,31,1
track,1,73,0,31,1
track,1,74,0,31,1
track,1,75,0,31,1
track,1,76,0,31,1
track,1,77,0,31,1
track,1,78,0,31,1
track,1,79,0,31,1
track,1,80,0,31,1
track,1,81,0,31,1
track,1,82,0,31,1
track,1,83,0,31,1
track,1,84,0,31,1
track,1,85,0,31,1
track,1,86,0,31,1
track,1,87,0,31,1
track,1,88,0,31,1
track,1,89,0,31,1
track,1,90,0,31,1
track,1,91,0,31,1
track,1,92,0,31,1
track,1,93,0,31,1
track,1,94,0,31,1
track,1,95,0,31,1
track,1,96,0,31,1
track,1,97,0,31,1
track,1,98,0,31,1
track,1,99,0,31,1
track,1,100,0,31,1
track,1,101,0,31,1
track,1,102,0,31,1
track,1,103,0,31,1
track,1,104,0,31,1
track,1,105,0,31,1
track,1,106,0,31,1
track,1,107,0,31,1
track,1,108,0,31,1
track,1,109,0,31,1
track,1,110,0,31,1
track,1,111,0,31,1
track,1,112,0,31,1
track,1,113,0,31,1
track,1,114,0,31,1
track,1,115,0,31,1
track,1,116,0,31,1
track,1,117,0,31,1
track,1,118,0,31,1
track,1,119,0,31,1
track,1,120,0,31,1
track,1,121,0,31,1
track,1,122,0,31,1
track,1,123,0,31,1
track,1,124,0,31,1
track,1,125,0,31,1
track,1,126,0,31,1
track,1,127,0,31,1
track,1,128,0,31,1
track,2,1,0,31,3
track,2,2,0,31,7
track,2,3,0,31,3
track,2,4,0,31,7
track,2,5,0,31,3
track,2,6,0,31,7
track,2,7,0,31,3
track,2,8,0,31,7
track,2,9,0,31,3
track,2,10,0,31,7
track,2,11,0,31,3
track,2,12,0,31,7
track,2,13,0,31,3
track,2,14,0,31,7
track,2,15,0,31,3
track,2,16,0,31,7
track,2,17,0,31,3
track,2,18,0,31,7
track,2,19,0,31,3
track,2,20,0,31,7
track,2,21,0,31,3
track,2,22,0,31,7
track,2,23,0,31,3
track,2,24,0,31,7
track,2,25,0,31,3
track,2,26,0,31,7
track,2,27,0,31,3
track,2,28,0,31,7
track,2,29,0,31,3
track,2,30,0,31,7
track,2,31,0,31,3
track,2,32,0,31,7
track,2,33,0,31,3
track,2,34,0,31,7
track,2,35,0,31,3
track,2,36,0,31,7
track,2,37,0,31,3
track,2,38,0,31,7
track,2,39,0,31,3
track,2,40,0,31,7
track,2,41,0,31,3
track,2,42,0,31,7
track,2,43,0,31,3
track,2,44,0,31,7
track,2,45,0,31,3
track,2,46,0,31,7
track,2,47,0,31,3
track,2,48,0,31,7
track,2,49,0,31,3
track,2,50,0,31,7
track,2,51,0,31,3
track,2,52,0,31,7
track,2,53,0,31,3
track,2,54,0,31,7
track,2,55,0,31,3
track,2,56,0,31,7
track,2,57,0,31,3
track,2,58,0,31,7
track,2,59,0,31,3
track,2,60,0,31,7
track,2,61,0,31,3
track,2,62,0,31,7
track,2,63,0,31,3
track,2,64,0,31,7
track,2,65,0,31,3
track,2,66,0,31,7
track,2,67,0,31,3
track,2,68,0,31,7
track,2,69,0,31,3
track,2,70,0,31,7
track,2,71,0,31,3
track,2,72,0,31,7
track,2,73,0,31,3
track,2,74,0,31,7
track,2,75,0,31,3
track,2,76,0,31,7
track,2,77,0,31,3
track,2,78,0,31,7
track,2,79,0,31,3
track,2,80,0,31,7
track,2,81,0,31,3
track,2,82,0,31,7
track,2,83,0,31,3
track,2,84,0,31,7
track,2,85,0,31,3
track,2,86,0,31,7
track,2,87,0,31,3
track,2,88,0,31,7
track,2,89,0,31,3
track,2,90,0,31,7
track,2,91,0,31,3
track,2,92,0,31,7
track,2,93,0,31,3
track,2,94,0,31,7
track,2,95,0,31,3
track,2,96,0,31,7
track,2,97,0,31,3
track,2,98,0,31,7
track,2,99,0,31,3
track,2,100,0,31,7
track,2,101,0,31,3
track,2,102,0,31,7
track,2,103,0,31,3
track,2,104,0,31,7
track,2,105,0,31,3
track,2,106,0,31,7
track,2,107,0,31,3
track,2,108,0,31,7
track,2,109,0,31,3
track,2,110,0,31,7
track,2,111,0,31,3
track,2,112,0,31,7
track,2,113,0,31,3
track,2,114,0,31,7
track,2,115,0,31,3
track,2,116,0,31,7
track,2,117,0,31,3
track,2,118,0,31,7
track,2,119,0,31,3
track,2,120,0,31,7
track,2,121,0,31,3
track,2,122,0,31,7
track,2,123,0,31,3
track,2,124,0,31,7
track,2,125,0,31,3
track,2,126,0,31,7
track,2,127,0,31,3
track,2,128,0,31,7
track,3,1,0,31,9
track,3,2,0,31,1
track,3,3,0,31,9
track,3,4,0,31,1
track,3,5,0,31,9
track,3,6,0,31,1
track,3,7,0,31,9
track,3,8,0,31,1
track,3,9,0,31,9
track,3,10,0,31,1
track,3,11,0,31,9
track,3,12,0,31,1
track,3,13,0,31,9
track,3,14,0,31,1
track,3,15,0,31,9
track,3,16,0,31,1
track,3,17,0,31,9
track,3,18,0,31,1
track,3,19,0,31,9
track,3,20,0,31,1
track,3,21,0,31,9
track,3,22,0,31,1
track,3,23,0,31,9
track,3,24,0,31,1
track,3,25,0,31,9
track,3,26,0,31,1
track,3,27,0,31,9
track,3,28,0,31,1
track,3,29,0,31,9
track,3,30,0,31,1
track,3,31,0,31,9
track,3,32,0,31,1
track,3,33,0,31,9
track,3,34,0,31,1
track,3,35,0,31,9
track,3,36,0,31,1
track,3,37,0,31,9
track,3,38,0,31,1
track,3,39,0,31,9
track,3,40,0,31,1
track,3,41,0,31,9
track,3,42,0,31,1
track,3,43,0,31,9
track,3,44,0,31,1
track,3,45,0,31,9
track,3,46,0,31,1
track,3,47,0,31,9
track,3,48,0,31,1
track,3,49,0,31,9
track,3,50,0,31,1
track,3,51,0,31,9
track,3,52,0,31,1
track,3,53,0,31,9
track,3,54,0,31,1
track,3,55,0,31,9
track,3,56,0,31,1
track,3,57,0,31,9
track,3,58,0,31,1
track,3,59,0,31,9
track,3,60,0,31,1
track,3,61,0,31,9
track,3,62,0,31,1
track,3,63,0,31,9
track,3,64,0,31,1
track,3,65,0,31,9
track,3,66,0,31,1
track,3,67,0,31,9
track,3,68,0,31,1
track,3,69,0,31,9
track,3,70,0,31,1
track,3,71,0,31,9
track,3,72,0,31,1
track,3,73,0,31,9
track,3,74,0,31,1
track,3,75,0,31,9
track,3,76,0,31,1
track,3,77,0,31,9
track,3,78,0,31,1
track,3,79,0,31,9
track,3,80,0,31,1
track,3,81,0,31,9
track,3,82,0,31,1
track,3,83,0,31,9
track,3,84,0,31,1
track,3,85,0,31,9
track,3,86,0,31,1
track,3,87,0,31,9
track,3,88,0,31,1
track,3,89,0,31,9
track,3,90,0,31,1
track,3,91,0,31,9
track,3,92,0,31,1
track,3,93,0,31,9
track,3,94,0,31,1
track,3,95,0,31,9
track,3,96,0,31,1
track,3,97,0,31,9
track,3,98,0,31,1
track,3,99,0,31,9
track,3,100,0,31,1
track,3,101,0,31,9
track,3,102,0,31,1
track,3,103,0,31,9
track,3,104,0,31,1
track,3,105,0,31,9
track,3,106,0,31,1
track,3,107,0,31,9
track,3,108,0,31,1
track,3,109,0,31,9
track,3,110,0,31,1
track,3,111,0,31,9
track,3,112,0,31,1
track,3,113,0,31,9
track,3,114,0,31,1
track,3,115,0,31,9
track,3,116,0,31,1
track,3,117,0,31,9
track,3,118,0,31,1
track,3,119,0,31,9
track,3,120,0,31,1
track,3,121,0,31,9
track,3,122,0,31,1
track,3,123,0,31,9
track,3,124,0,31,1
track,3,125,0,31,9
track,3,126,0,31,1
track,3,127,0,31,9
track,3,128,0,31,1
